PMRecordID,AssetID,PMDueDate,PMCompletedDate,PMCategory,PMFrequency,AssignedTeam,CompletionStatus,ScheduleStatus,DaysOverdue,DataOrigin,IsIllustrative
1,LNG-CMP-002,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2363,LNG-PMP-061,2024-11-01,2024-11-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2364,LNG-PMP-061,2024-12-01,2024-11-28,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2365,LNG-PMP-061,2025-01-01,2025-01-10,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2366,LNG-PMP-061,2025-02-01,2025-01-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2367,LNG-PMP-061,2025-03-01,,Inspection,Monthly,Mech,Open,Overdue,497.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2368,LNG-PMP-061,2025-04-01,2025-03-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2369,LNG-PMP-061,2025-05-01,,Inspection,Monthly,Mech,Open,Overdue,436.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2370,LNG-PMP-061,2025-06-01,2025-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2371,LNG-PMP-061,2025-07-01,2025-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2372,LNG-PMP-061,2025-08-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2373,LNG-PMP-061,2025-09-01,2025-09-14,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2374,LNG-PMP-061,2025-10-01,2025-10-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2375,LNG-PMP-061,2025-11-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2376,LNG-PMP-061,2025-12-01,2025-11-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2377,LNG-PMP-061,2026-01-01,2025-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2378,LNG-PMP-061,2026-02-01,2026-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2379,LNG-PMP-061,2026-03-01,,Inspection,Monthly,Mech,Open,Overdue,132.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2380,LNG-PMP-061,2026-04-01,2026-03-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2381,LNG-PMP-061,2026-05-01,2026-05-09,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2382,LNG-PMP-061,2026-06-01,2026-06-10,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2383,LNG-PMP-061,2026-07-01,2026-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2384,LNG-PMP-061,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2385,LNG-PMP-061,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2386,LNG-PMP-061,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2387,LNG-PMP-061,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2388,LNG-PMP-061,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2389,LNG-PMP-066,2024-01-01,2024-01-15,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2390,LNG-PMP-066,2024-02-01,2024-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2391,LNG-PMP-066,2024-03-01,2024-03-13,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2392,LNG-PMP-066,2024-04-01,2024-03-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2393,LNG-PMP-066,2024-05-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2394,LNG-PMP-066,2024-06-01,2024-05-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2395,LNG-PMP-066,2024-07-01,2024-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2396,LNG-PMP-066,2024-08-01,2024-07-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2397,LNG-PMP-066,2024-09-01,2024-08-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2398,LNG-PMP-066,2024-10-01,2024-10-02,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2399,LNG-PMP-066,2024-11-01,2024-10-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2400,LNG-PMP-066,2024-12-01,2024-11-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2401,LNG-PMP-066,2025-01-01,2025-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2402,LNG-PMP-066,2025-02-01,2025-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2403,LNG-PMP-066,2025-03-01,2025-02-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2404,LNG-PMP-066,2025-04-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2405,LNG-PMP-066,2025-05-01,2025-04-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2406,LNG-PMP-066,2025-06-01,2025-06-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2407,LNG-PMP-066,2025-07-01,2025-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2408,LNG-PMP-066,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2409,LNG-PMP-066,2025-09-01,2025-08-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2410,LNG-PMP-066,2025-10-01,2025-09-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2411,LNG-PMP-066,2025-11-01,2025-11-02,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2412,LNG-PMP-066,2025-12-01,2025-11-28,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2413,LNG-PMP-066,2026-01-01,2025-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2414,LNG-PMP-066,2026-02-01,2026-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2415,LNG-PMP-066,2026-03-01,2026-03-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2416,LNG-PMP-066,2026-04-01,2026-04-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2417,LNG-PMP-066,2026-05-01,2026-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2418,LNG-PMP-066,2026-06-01,2026-06-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2419,LNG-PMP-066,2026-07-01,2026-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2420,LNG-PMP-066,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2421,LNG-PMP-066,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2422,LNG-PMP-066,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2423,LNG-PMP-066,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2424,LNG-PMP-066,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2425,LNG-PMP-071,2024-01-01,2023-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2426,LNG-PMP-071,2024-02-01,2024-02-04,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2427,LNG-PMP-071,2024-03-01,2024-02-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2428,LNG-PMP-071,2024-04-01,,Lubrication,Monthly,Mech,Open,Overdue,831.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2429,LNG-PMP-071,2024-05-01,2024-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2430,LNG-PMP-071,2024-06-01,2024-05-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2431,LNG-PMP-071,2024-07-01,2024-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2432,LNG-PMP-071,2024-08-01,2024-08-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2433,LNG-PMP-071,2024-09-01,,Inspection,Monthly,Mech,Open,Overdue,678.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2434,LNG-PMP-071,2024-10-01,2024-09-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2435,LNG-PMP-071,2024-11-01,2024-10-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2436,LNG-PMP-071,2024-12-01,,Lubrication,Monthly,Mech,Open,Overdue,587.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2437,LNG-PMP-071,2025-01-01,,Inspection,Monthly,Mech,Open,Overdue,556.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2438,LNG-PMP-071,2025-02-01,2025-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2439,LNG-PMP-071,2025-03-01,2025-03-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2440,LNG-PMP-071,2025-04-01,2025-04-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2441,LNG-PMP-071,2025-05-01,2025-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2442,LNG-PMP-071,2025-06-01,2025-05-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2443,LNG-PMP-071,2025-07-01,2025-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2444,LNG-PMP-071,2025-08-01,2025-07-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2445,LNG-PMP-071,2025-09-01,2025-08-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2446,LNG-PMP-071,2025-10-01,2025-09-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2447,LNG-PMP-071,2025-11-01,2025-10-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2448,LNG-PMP-071,2025-12-01,2025-12-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2449,LNG-PMP-071,2026-01-01,2026-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2450,LNG-PMP-071,2026-02-01,2026-01-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2451,LNG-PMP-071,2026-03-01,2026-03-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2452,LNG-PMP-071,2026-04-01,,Lubrication,Monthly,Mech,Open,Overdue,101.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2453,LNG-PMP-071,2026-05-01,2026-05-05,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2454,LNG-PMP-071,2026-06-01,2026-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2455,LNG-PMP-071,2026-07-01,2026-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2456,LNG-PMP-071,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2457,LNG-PMP-071,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2458,LNG-PMP-071,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2459,LNG-PMP-071,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2460,LNG-PMP-071,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2461,LNG-PMP-076,2024-01-01,2023-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2462,LNG-PMP-076,2024-02-01,2024-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2463,LNG-PMP-076,2024-03-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2464,LNG-PMP-076,2024-04-01,2024-03-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
2465,LNG-PMP-076,2024-05-01,2024-05-06,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
